title,original_price,sale_price,upper,ground,len_score,foot_score,weight(g),image_url,url,silo_x,brand,silo_y,silo_kor,position1,position2,position3,feature
아디다스 프레데터 리그 LL FG ,129000,69000,"합성가죽, 니트",천연잔디,4.0,2.0,256,https://www.crazy11.co.kr/shopimages/winv007/001005003174.jpg?1740624414,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808037&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a293UlU%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 SOCK FG ,119000,59000,"합성가죽, 니트",천연잔디,4.0,3.0,260,https://www.crazy11.co.kr/shopimages/winv007/001005003168.jpg?1740624430,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807813&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a2t3U1o%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 리그 로우 FG ,119000,49000,"인조가죽, 합성가죽",천연잔디,4.0,3.0,260,https://www.crazy11.co.kr/shopimages/winv007/001005003133.jpg?1740624457,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806868&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=amx3U1U%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시 INJ1 L FG ,309000,119000,"합성가죽, 니트",천연잔디,4.0,3.0,231,https://www.crazy11.co.kr/shopimages/winv007/001005003056.jpg?1740624511,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805009&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a2p3UFk%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시+ FG  ,369000,199000,"인조가죽, 합성가죽",천연잔디,4.0,3.0,232,https://www.crazy11.co.kr/shopimages/winv007/001005003078.jpg?1740624494,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805639&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a2Z3U1U%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시1 FG ,309000,119000,합성가죽,천연잔디,3.0,3.0,242,https://www.crazy11.co.kr/shopimages/winv007/001005003073.jpg?1740624503,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805407&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmp3UQ%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 애큐러시1 L FG ,309000,119000,"인조가죽, 합성가죽",천연잔디,4.0,3.0,230,https://www.crazy11.co.kr/shopimages/winv007/001005003075.jpg?1740624504,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805437&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=aGZ3Uls%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 AG 2G3G ,309000,149000,합성가죽,인조잔디,4.0,3.0,256,https://www.crazy11.co.kr/shopimages/winv007/001005003140.jpg?1740624458,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806900&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm91W15F,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 AG 2G3G  ,309000,215000,합성가죽,인조잔디,4.0,3.0,256,https://www.crazy11.co.kr/shopimages/winv007/001005003236.jpg?1743057449,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809773&xcode=257&mcode=002&scode=006&type=Y&sort=order&cur_code=257&search=&GfDT=bml9W1Q%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 FG  ,309000,199000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001005003211.jpg?1740624347,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809172&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=aGx3UFk%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 HG ,299000,189000,합성가죽,맨땅,3.0,2.0,220,https://www.crazy11.co.kr/shopimages/winv007/001005003166.jpg?1721882093,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807785&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=amp3U14%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 LL AG ,319000,159000,"인조가죽, 합성가죽, 니트",인조잔디,5.0,2.0,192,https://www.crazy11.co.kr/shopimages/winv007/001005003093.jpg?1740624489,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806198&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bWx3U14%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 LL FG  ,319000,149000,"합성가죽, 니트",천연잔디,4.0,2.0,182,https://www.crazy11.co.kr/shopimages/winv007/001005003149.jpg?1740624460,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806994&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmV%2FUA%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 로우 AG ,309000,149000,"인조가죽, 합성가죽",인조잔디,4.0,2.0,207,https://www.crazy11.co.kr/shopimages/winv007/001005003091.jpg?1740624488,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806196&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=amV%2FUg%3D%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 로우 FG  ,309000,159000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,200,https://www.crazy11.co.kr/shopimages/winv007/001005003092.jpg?1740624489,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806197&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=Zm13UFQ%3D,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 엘리트 로우 HG ,309000,139000,합성가죽,맨땅,3.0,2.0,220,https://www.crazy11.co.kr/shopimages/winv007/001005003104.jpg?1740624480,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806246&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm9%2FW11G,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 주드 벨링엄 리그 FT FG ,119000,79000,합성가죽,천연잔디,3.0,3.0,252,https://www.crazy11.co.kr/shopimages/winv007/001005003206.jpg?1733717889,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808865&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmx5W11N,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 클럽 FxG ,79000,43000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,1.0,242,https://www.crazy11.co.kr/shopimages/winv007/001005003188.jpg?1740624398,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808368&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm18W15A,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 프로 FG ,189000,89000,합성가죽,천연잔디,4.0,1.0,238,https://www.crazy11.co.kr/shopimages/winv007/001005003134.jpg?1740624457,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806869&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm54W15M,프레데터,adidas,predator,프레데터,MF, FW, DF,control
아디다스 프레데터 프로 MG ,189000,83000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,1.0,270,https://www.crazy11.co.kr/shopimages/winv007/001005003109.jpg?1740624481,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806261&xcode=257&mcode=002&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bGV0,프레데터,adidas,predator,프레데터,MF, FW, DF,control
푸마 울트라 5 얼티메이트 FG ,299000,169000,"인조가죽, 합성가죽",천연잔디,5.0,4.0,181,https://www.crazy11.co.kr/shopimages/winv007/001006000971.jpg?1743488242,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807644&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bWt3U1w%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 5 얼티메이트 FG  ,299000,199000,"인조가죽, 합성가죽",천연잔디,5.0,4.0,181,https://www.crazy11.co.kr/shopimages/winv007/001006001063.jpg?1744335459,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809860&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=Z2Z3U14%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 5 얼티메이트 MG ,299000,209000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",3.0,3.0,211,https://www.crazy11.co.kr/shopimages/winv007/001006001035.jpg?1740624349,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809215&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bm1%2FW11D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 5 얼티메이트 MG  ,299000,209000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",3.0,3.0,211,https://www.crazy11.co.kr/shopimages/winv007/001006001064.jpg?1744335624,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809863&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmt8W15H,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 5 얼티메이트 포에버 FG  ,299000,199000,"인조가죽, 합성가죽",천연잔디,5.0,4.0,181,https://www.crazy11.co.kr/shopimages/winv007/001006001054.jpg?1740715571,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809541&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=Z253Ug%3D%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 5 얼티메이트 포에버 MG  ,299000,205000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",3.0,3.0,211,https://www.crazy11.co.kr/shopimages/winv007/001006001055.jpg?1740715810,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809542&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmp%2FW14%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 얼티메이트 FGAG ,289000,149000,"인조가죽, 니트","천연잔디, 인조잔디",4.0,2.0,194,https://www.crazy11.co.kr/shopimages/winv007/001006000949.jpg?1740624450,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806998&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bml6W11M,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 얼티메이트 MG ,289000,149000,"인조가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,1.0,204,https://www.crazy11.co.kr/shopimages/winv007/001006000950.jpg?1740624450,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807000&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmt7W11D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 얼티메이트 에너지 FGAG ,299000,179000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",5.0,3.0,,https://www.crazy11.co.kr/shopimages/winv007/001006000894.jpg?1733718016,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804956&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bm15W15D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 울트라 프로 MG ,179000,79000,"인조가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,2.0,237,https://www.crazy11.co.kr/shopimages/winv007/001006000906.jpg?1740624502,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805333&xcode=257&mcode=004&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bm99W1k%3D,울트라,PUMA,ultra,울트라, MF,,,speed
푸마 킹 얼티메이트 FGAG ,269000,169000,"합성가죽, 니트","천연잔디, 인조잔디",2.0,1.0,,https://www.crazy11.co.kr/shopimages/winv007/001006000998.jpg?1740624391,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808522&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bmt7W1s%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 FGAG  ,269000,169000,"합성가죽, 니트","천연잔디, 인조잔디",2.0,1.0,,https://www.crazy11.co.kr/shopimages/winv007/001006001068.jpg?1744334981,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809989&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bmt%2FW15F,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 MG ,269000,175000,"합성가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,3.0,213,https://www.crazy11.co.kr/shopimages/winv007/001006000999.jpg?1740624391,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808523&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bm13Vw%3D%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 MG  ,269000,173000,"합성가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,3.0,213,https://www.crazy11.co.kr/shopimages/winv007/001006001069.jpg?1744334784,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809990&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bmp%2BW15E,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 에너지 FGAG  ,269000,119000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",5.0,3.0,,https://www.crazy11.co.kr/shopimages/winv007/001006000895.jpg?1740624510,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804957&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bGp3U14%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 킹 얼티메이트 포에버 FGAG  ,269000,169000,"합성가죽, 니트","천연잔디, 인조잔디",2.0,1.0,,https://www.crazy11.co.kr/shopimages/winv007/001006001058.jpg?1740710692,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809547&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bWt3UlU%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 퓨처 7 매치 플러스 LL FGAG ,129000,59000,합성가죽,"천연잔디, 인조잔디",4.0,4.0,232,https://www.crazy11.co.kr/shopimages/winv007/001006001003.jpg?1740624392,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808543&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=Z2x3Uw%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 얼티메이트 FGAG ,289000,169000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",4.0,3.0,206,https://www.crazy11.co.kr/shopimages/winv007/001006000972.jpg?1740624435,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807645&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a213UFU%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 얼티메이트 MG ,289000,185000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,2.0,206,https://www.crazy11.co.kr/shopimages/winv007/001006001001.jpg?1740624392,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808527&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bWt3VQ%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 프로 FGAG,179000,125000,"합성가죽, 니트","천연잔디, 인조잔디",4.0,3.0,234,https://www.crazy11.co.kr/shopimages/winv007/001006001009.jpg?1740624376,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808651&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmx7W19D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 프로 FGAG ,179000,109000,"합성가죽, 니트","천연잔디, 인조잔디",4.0,3.0,234,https://www.crazy11.co.kr/shopimages/winv007/001006000984.jpg?1740624412,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807969&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a253UFw%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 프로 플러스 FGAG ,269000,149000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",4.0,4.0,237,https://www.crazy11.co.kr/shopimages/winv007/001006000954.jpg?1740624451,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807005&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=amh3UF8%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 매치 FGAG ,139000,89000,"인조가죽, 합성가죽","천연잔디, 인조잔디",3.0,3.0,241,https://www.crazy11.co.kr/shopimages/winv007/001006001067.jpg?1744336251,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809951&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a2V8WQ%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 매치 포에버 FGAG ,129000,85000,"인조가죽, 합성가죽","천연잔디, 인조잔디",3.0,3.0,241,https://www.crazy11.co.kr/shopimages/winv007/001006001060.jpg?1740710386,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809582&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=aWl3Ulg%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 얼티메이트 FG  ,319000,205000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,229,https://www.crazy11.co.kr/shopimages/winv007/001006001061.jpg?1744336438,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809857&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bGh3UFk%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 얼티메이트 MG  ,319000,205000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",4.0,2.0,230,https://www.crazy11.co.kr/shopimages/winv007/001006001065.jpg?1744336170,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809864&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=aGt3UFs%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 얼티메이트 로우 FG  ,319000,209000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,229,https://www.crazy11.co.kr/shopimages/winv007/001006001043.jpg?1740624340,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809268&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm57W19N,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 얼티메이트 크리에이티비티 FG  ,319000,209000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,229,https://www.crazy11.co.kr/shopimages/winv007/001006001051.jpg?1740624335,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809463&xcode=257&mcode=004&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bWx3U1w%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 얼티메이트 크리에이티비티 MG  ,319000,209000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",4.0,2.0,230,https://www.crazy11.co.kr/shopimages/winv007/001006001052.jpg?1740624323,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809464&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=Zmp3Vg%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 얼티메이트 포에버 FG  ,319000,205000,"인조가죽, 합성가죽",천연잔디,4.0,2.0,229,https://www.crazy11.co.kr/shopimages/winv007/001006001056.jpg?1740709522,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809543&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmp%2FW10%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 얼티메이트 포에버 MG  ,319000,205000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",4.0,2.0,230,https://www.crazy11.co.kr/shopimages/winv007/001006001057.jpg?1740729755,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809544&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a2t3UQ%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 프로 FGAG ,189000,123000,"인조가죽, 합성가죽","천연잔디, 인조잔디",3.0,3.0,260,https://www.crazy11.co.kr/shopimages/winv007/001006001062.jpg?1744336357,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809858&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=a213UFg%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 8 프로 MG ,189000,125000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",3.0,3.0,246,https://www.crazy11.co.kr/shopimages/winv007/001006001066.jpg?1744336068,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809865&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bmp1W11C,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 얼티메이트 FGAG ,289000,119000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",5.0,3.0,217,https://www.crazy11.co.kr/shopimages/winv007/001006000903.jpg?1740624502,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805288&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm15W10%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 얼티메이트 로우 FGAG ,279000,139000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",5.0,3.0,211,https://www.crazy11.co.kr/shopimages/winv007/001006000901.jpg?1740624501,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805286&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bGd3Vg%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
